I,ID,ID1,LONV,LATV,COG_G,DA,CO_STOCK,DEM,AnalyticalHillshading,Slope,Aspect,CrossSectionalCurvature,LongitudinalCurvature,CovergenceIndex,ClosedDepressions,FlowAccumulation,TopographicWetnessIndex,LSFactor,ChannelNetworkBaseLevel,VerticalDistanceToChannelNetwork,ValleyDepth,RelativeSlopePosition,DEMSRE3a,etmnts3a,evmmod3a,g01igb3a,g02esa3a,g02igb3a,g03esa3a,g04esa3a,g04igb3a,g05esa3a,g06esa3a,g10igb3a,g11esa3a,g11igb3a,g12igb3a,g14esa3a,g15esa3a,g16esa3a,g18esa3a,g19esa3a,g21esa3a,gacgem3a,gachws3a,galhws3a,garhws3a,gcmhws3a,geaisg3a,gflhws3a,gfrhws3a,gglhws3a,ghshws3a,gkshws3a,glcesa3a,glcjrc3a,glphws3a,glvhws3a,glwwwf3a,glxhws3a,gphhws3a,gplhws3a,grghws3a,gsnhws3a,gsthws3a,gumhws3a,gvrhws3a,iflgre3a,inmsre3a,inssre3a,l02igb3a,l04igb3a,l05igb3a,l06igb3a,l07igb3a,l08igb3a,l09igb3a,l10igb3a,l11igb3a,l12igb3a,l13igb3a,l14igb3a,l3pobi3b,lammod3a,lasmod3a,ln1dms3a,ln2dms3a,lnmdms3a,opisre3a,px1wcl3a,px2wcl3a,px3wcl3a,px4wcl3a,SLPSRT3a,smkisr3a,tdhmod3a,tdlmod3a,tdmmod3a,tdsmod3a,tnhmod3a,tnlmod3a,tnmmod3a,tnsmod3a,twisre3a,tx1mod3a,tx2mod3a,tx3mod3a,tx4mod3a,tx5mod3a,tx6mod3a,wmkmod3a,precivs,dem30vs,ndvivs,tempovs,tempevs,acrisolvs,alisolvs,drenajevs,suelostvs,cober1vs,geolovs,arenovs,cambivs,ferravs,fluvivs,gleyvs,histo1vs,histo2vs,leptovs,luvivs,Phaevs
179,88,87,-63.3930,9.7750,4.965,1.5,2.23,139.3611392,1.34854722,1.56839633,0.46901986,15711.79785,-14249.7373,6.234163761,5.80E-06,0.000814487,-8.892546654,5.26858902,88.17261505,51.18852997,511.6179199,0.090952277,140,12800,4405,12,0,14,0,0,14,100,0,14,0,14,14,0,0,0,0,0,0,23,60,0,0,0,72,0,0,0,0,0,40,18,0,0,0,0,0,40,0,0,0,0,0,0,34,20.73390007,0,0,0,0,0,0,0,0,0,20,0,80,7,15,9,-81,-25,18,1567,68,24,156,117,2,1,33,21,27,3,24,16,21,2,122,27,31,30,27,28,27,0,1101,145,5972,27.80850029,263,60,0,32,3,14,111,0,0,0,0,0,0,0.221599996,0,0,0
291,91,90,-68.2920,9.9070,6.897,1.5,3.1,465.8333944,0.877765656,1.570227742,5.941045761,-22464.42383,-82666.82813,-1.080140233,1.01E-05,6.98E-05,-13.32369137,2.89664197,405.7209473,60.11245728,776.7131348,0.071833916,490,10949,4286,14,0,9,75,0,9,0,0,9,0,9,9,25,0,0,0,0,0,3,0,40,0,0,52,0,0,0,0,0,20,13,25,35,0,0,0,0,0,0,0,0,0,0,34,21.29804611,0,0,0,0,0,0,80,0,0,0,0,20,6,14,8,-162,-3,36,1558,55,38,213,177,5,1,38,25,30,4,23,18,20,1,118,30,37,36,28,29,28,0,1403,505,5410,25.46850014,246,0,40,42,5,14,111,0,0,0,0,0,0,0,25,35,0
190,93,92,-70.1210,8.5920,17.157,1.35,6.95,157.8888817,2.324350357,1.56744206,2.60788393,6598.040039,2422.174805,3.210748434,3.79E-06,0.003331022,-7.149302483,6.982830524,155.8585968,2.030288696,1154.573975,0.001755388,158,14632,4735,9,0,9,50,0,9,50,0,9,0,9,14,0,0,0,0,0,0,10,25,0,0,30,72,0,0,0,0,0,40,18,0,45,0,0,0,0,0,0,0,0,0,0,34,20.82359123,0,0,0,0,0,0,100,0,0,0,0,0,7,19,9,-44,1,10,1570,40,34,227,169,1,1,41,24,30,4,24,18,22,2,130,31,38,35,28,29,29,0,1405,155,5869,27.74349976,270,25,0,21,7,14,111,0,30,0,0,0,0,2.582700014,0,45,0
212,94,93,-70.1930,8.6750,6.525,1.55,3.03,190.7222145,2.316788912,1.569790602,2.072685957,-57592.66797,-103897.1328,-4.771590233,-7.10E-07,0.000714891,-9.892735481,5.132947445,190.2241821,0.498031616,1184.462646,0.000420294,190,14586,4500,12,0,12,75,0,9,25,0,14,0,14,9,0,0,0,0,0,0,9,25,0,0,30,72,0,0,0,0,0,20,18,0,45,0,0,0,0,0,0,0,0,0,0,34,20.83262062,0,0,0,0,0,0,20,0,0,40,0,40,7,18,8,-63,-10,14,1561,51,38,241,189,2,1,39,22,30,4,24,20,22,1,125,30,37,35,28,29,29,0,1542,187,5896,27.53549957,268,25,0,21,7,10,111,0,30,0,0,0,0,0.732800007,0,45,0
176,95,94,-70.0740,8.5270,8.428,1.5,3.79,143.2222254,2.19123435,1.565620303,1.752962828,-1910.322388,-3193.486328,-0.073391721,3.60E-06,0.006039951,-6.120377064,7.865354061,142.0122223,1.210006714,1122.684326,0.00107662,143,11448,4604,9,0,9,100,0,9,0,0,9,0,9,14,0,0,0,0,0,0,93,0,0,0,50,72,0,0,25,0,0,20,18,0,25,0,0,0,0,0,0,0,0,0,0,34,20.74488258,0,0,0,0,0,0,100,0,0,0,0,0,4,15,10,-16,-4,4,1570,36,37,217,163,0,1,40,23,29,4,25,18,22,2,131,30,36,32,27,28,28,0,1353,139.0332031,5171,27.84749985,272,0,0,21,7,14,111,0,50,0,0,25,0,3.439100027,0,25,0
85,96,95,-66.3890,10.2250,5.887,1.4,2.47,56.41666088,2.325088978,1.567532778,2.604899645,-69941.25781,-14803.75977,-44.15720367,-5.73E-07,0.181638762,-2.945913315,16.27477264,56.41666031,0,1150.774658,0,56,15482,5588,2,0,2,0,25,2,75,0,2,0,8,2,0,0,0,0,0,0,76,0,0,0,70,80,0,0,0,0,0,30,1,0,30,0,0,0,0,0,0,0,0,0,0,34,20.67313576,80,0,0,0,0,20,0,0,0,0,0,0,7,52,18,-28,1,7,1550,204,75,256,196,1,1,29,19,26,2,24,17,21,2,123,24,26,28,26,27,25,0,2193,61,7817,28.35449982,275,0,0,50,5,2,111,0,70,0,0,0,0,3.695600033,0,30,0
70,97,96,-66.3020,10.2040,7.445,1.4,3.13,59.13902257,0.918490529,1.570527911,6.03646183,-49170.76563,-173561.5469,-2.636481524,2.59E-07,0.018018914,-7.986615658,9.787343979,59.13902283,0,1100.980713,0,53,15516,5906,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,71,0,0,0,100,80,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,33,20.80079269,100,0,0,0,0,0,0,0,0,0,0,0,7,54,15,-17,2,4,1547,224,81,274,215,10,1,29,22,26,2,24,15,21,2,116,24,25,27,26,26,25,0,2362,47,6973,28.44549942,278,0,0,50,5,2,111,0,100,0,0,0,0,2.963200092,0,0,0
67,98,97,-66.2940,10.2350,3.632,1.45,1.58,45.91664895,2.338830709,1.569523096,2.541908264,-16080.18066,-29248.31055,-0.781267524,-9.01E-08,0.000723121,-8.952291489,5.909720898,45.91664886,0,1120.024414,0,41,15745,5263,14,0,14,0,0,8,100,0,12,0,9,9,0,0,0,0,0,0,64,0,0,0,100,80,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,34,20.63835907,0,0,0,0,0,20,20,0,0,20,0,40,7,47,20,-28,2,7,1554,226,78,269,213,2,1,29,19,26,2,24,17,21,2,125,25,25,28,26,27,25,0,2378,45.02109909,4925,28.50399971,276,0,0,42,5,14,130,0,100,0,0,0,0,2.871200085,0,0,0
41,99,98,-66.0150,10.2280,6.762,1.4,2.84,17.44445883,1.764220238,1.563066125,1.062712312,-4593.401855,472.1006775,-11.32529926,0.75624001,0.004092668,-5.41531992,8.358139038,18.1231823,0.077516556,958.8041992,8.08E-05,16,15867,5380,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,119,0,0,0,70,72,0,0,0,0,0,40,1,0,30,0,0,0,0,0,0,0,0,0,0,33,20.67418671,100,0,0,0,0,0,0,0,0,0,0,0,7,49,19,-20,-1,5,1561,179,53,181,171,1,1,29,20,25,2,24,14,21,3,129,24,26,27,26,26,25,0,1754,18.05879974,8228,28.6534996,276,0,0,50,5,2,111,0,70,0,0,0,0,8.509300232,0,30,0
20,100,99,-65.9530,10.2860,9.192,1.4,3.86,12.36113343,1.181506515,1.568283081,0.219575599,-6427.020508,-8989.791992,-1.859585643,1.46E-07,9.88E-05,-11.36156178,3.185908794,7.093103409,5.268030167,961.605957,0.005448518,15,16431,5706,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,70,0,0,0,70,72,0,0,0,0,0,40,17,0,30,0,0,0,0,0,0,0,0,0,0,33,20.7626915,100,0,0,0,0,0,0,0,0,0,0,0,7,57,13,-45,1,10,1569,145,40,149,151,1,1,29,21,26,2,24,17,21,2,129,25,27,29,27,27,25,0,1427,7,9348,28.70549965,278,0,0,50,5,2,111,0,70,0,0,0,0,5.182700157,0,30,0
54,102,101,-67.7760,10.4290,8.11,1.4,3.41,84.13895627,2.091988564,1.570632458,1.566691399,-198954.3594,-851831.6875,-24.12106514,-2.11E-06,0.011406186,-8.244203568,10.26013947,84.13895416,0,1544.156738,0,50,15322,5791,2,0,9,0,0,8,100,0,8,0,8,2,0,0,0,0,0,0,52,0,0,0,70,37,0,0,0,0,0,40,1,0,30,0,0,0,0,0,0,0,0,0,0,33,20.85612106,20,0,0,0,0,60,20,0,0,0,0,0,6,53,17,-33,4,8,1471,81,27,140,111,12,1,31,23,26,2,24,19,21,1,101,26,28,27,26,27,25,0,1068,29,8627,28.5625,265,0,0,42,5,2,111,0,70,0,0,0,0,0.159899995,0,30,0
165,104,103,-65.7460,10.1570,5.233,1.4,2.2,165.5281231,1.347072005,1.570642352,0.466287017,201258.9531,-92376.97656,7.888427258,-1.15E-06,0.000111856,-13.8125515,3.411160946,28.20537758,137.3227386,660.9250488,0.17203021,172,15133,5294,2,0,2,0,0,8,100,0,2,0,2,2,0,0,0,0,0,0,191,0,0,0,70,80,0,0,0,0,0,40,1,0,30,0,0,0,0,0,0,0,0,0,0,32,21.13040161,80,0,0,0,0,20,0,0,0,0,0,0,6,40,23,-5,1,2,1562,140,32,139,142,15,1,29,21,25,2,24,16,21,2,105,23,26,27,26,26,24,0,1349,133,8760,27.8864994,271,0,0,42,5,2,115,0,70,0,0,0,0,0.1215,0,30,0
107,106,105,-68.8870,7.8020,7.925,1.4,3.33,71.08333295,2.330474377,1.562756419,2.136499166,1602.518677,3056.124023,0.858357728,2.93E-06,0.000234833,-8.695193291,4.303381443,70.41545868,0.667877197,509.3964844,0.001309398,71,10820,3601,14,0,14,0,0,14,0,0,9,0,14,14,100,0,0,0,0,0,146,0,0,0,0,72,0,0,0,0,0,140,18,0,30,4,0,0,0,0,0,45,0,25,0,34,20.70670128,0,0,0,0,0,0,20,0,0,0,0,80,1,12,5,2,NA,NA,1570,27,49,246,189,0,1,39,24,29,3,27,20,23,2,135,29,35,31,26,27,28,0,1533,74,3943,28.27000046,275,0,0,22,3,9,111,0,0,0,0,0,0,1.595700026,0,30,0
157,107,106,-70.6330,7.3110,6.053,1.45,2.63,123.1944421,2.276299953,1.562225938,2.76108551,-3747.341797,-5470.626953,-3.284436941,6.82E-07,0.001729064,-6.63483429,6.415310383,123.0596771,0.134765625,1296.33374,0.000103948,123,12809,3995,9,0,9,0,0,8,0,0,9,0,9,14,100,0,0,0,0,0,199,0,0,0,40,72,0,0,25,0,0,140,1,0,0,5,0,0,0,0,0,0,0,35,0,34,20.70939445,0,0,0,0,0,20,80,0,0,0,0,0,4,15,9,2,NA,NA,1569,48,52,261,198,0,1,38,22,28,4,27,17,23,2,134,28,35,29,24,26,26,0,1677,123.0302963,5904,27.95800018,270,0,0,22,5,9,111,0,40,0,0,25,0,3.309499979,0,0,0
19,108,107,-65.9750,10.3160,8.438,1.35,3.42,8.416664619,1.434561253,1.550952435,4.11521101,2553.042725,-2858.943359,2.699480772,4.59E-07,7.70E-05,-9.395890236,3.121551037,5.803524494,2.613140583,985.4257813,0.002644775,9,15659,5305,14,0,14,25,25,14,50,0,14,0,9,9,0,0,0,0,0,0,67,0,0,0,100,72,0,0,0,0,0,30,17,0,0,0,0,0,0,0,0,0,0,0,0,33,20.67418671,0,0,0,0,0,0,20,0,0,0,0,80,7,51,17,-141,NA,32,1569,143,38,144,149,0,1,31,21,27,2,25,13,21,3,130,25,27,30,29,28,27,0,1409,6.021999836,6939,28.73800087,277,0,0,50,5,14,111,0,100,0,0,0,0,6.225599766,0,0,0
82,110,109,-66.1710,10.4040,8.943,1.45,3.89,41.74997033,2.074217558,1.569097638,3.175570965,1263.069946,4530.240723,0.119270079,-8.51E-07,0.001676179,-7.823297024,6.991791248,29.12610435,12.62386513,1113.769043,0.011207337,39,15898,5227,14,0,14,0,0,14,100,0,14,0,14,14,0,0,0,0,0,0,45,0,0,0,100,72,0,0,0,0,0,40,17,0,0,0,0,0,0,0,0,0,0,0,0,34,20.64646339,0,0,0,0,0,0,0,0,0,0,0,100,7,43,20,-170,1,38,1565,189,53,161,160,1,1,31,20,27,2,25,16,21,2,126,25,27,30,27,28,25,0,1653,55,8698,28.39349937,272,0,0,50,5,14,21,0,100,0,0,0,0,1.843700051,0,0,0
309,112,111,-67.6290,10.0920,10.313,1.4,4.33,553.278392,1.155533314,1.570719481,0.178261966,-77409.76563,-58928.8125,-2.481420755,-1.06E-05,0.00013285,-14.14730358,3.665990353,447.1740417,106.1043396,979.5859375,0.097729839,558,13476,3829,8,0,8,0,0,8,25,75,8,0,8,8,0,0,0,0,0,0,15,0,0,0,0,37,0,0,0,0,100,40,15,0,0,0,0,0,0,0,0,0,0,0,0,31,21.78058052,0,0,0,0,0,100,0,0,0,0,0,0,6,17,10,-144,16,33,1535,39,20,142,146,33,1,36,18,27,3,23,18,20,1,98,27,33,33,29,27,27,0,1041,593,5535,24.89649963,241,0,0,50,8,8,87,0,0,0,0,0,0,0,0,0,0
103,114,113,-68.8310,10.9640,23.847,1.35,9.66,86.6110558,1.692867517,1.569712281,3.753646612,-150371.3906,-50543.5,-12.54087734,-2.33E-06,0.003448033,-7.897740841,7.535917282,51.14176178,35.46929169,637.5949707,0.052698225,85,16200,5061,14,0,14,0,100,14,0,0,9,0,9,2,0,0,0,0,0,0,142,0,0,0,0,80,0,0,0,0,0,30,17,0,100,0,0,0,0,0,0,0,0,0,0,34,20.7071228,0,0,0,0,0,0,40,0,0,0,0,60,7,22,15,2,NA,NA,1542,135,49,152,118,3,1,32,22,26,2,23,15,20,2,116,25,27,30,28,31,27,0,1386,91,7760,28.15950012,261,0,0,42,5,9,130,0,0,0,0,0,0,0.097900003,0,100,0
139,117,116,-63.2980,10.3190,3.788,1.45,1.65,40.66701326,1.27892673,1.570671916,0.366340995,283630.9375,-464848,5.948928833,1.82E-06,0.000621611,-12.12242508,4.991406441,32.30236435,8.364650726,1116.294922,0.007437496,22,15724,5710,2,0,2,0,100,14,0,0,8,0,8,8,0,0,0,0,0,0,55,0,0,0,55,11,0,0,0,0,0,30,17,0,0,0,20,0,0,25,0,0,0,0,0,32,20.84723663,40,0,0,0,0,40,0,0,0,0,0,20,6,55,15,-23,2,6,1517,126,39,212,161,16,1,31,19,26,2,23,16,21,2,107,24,28,29,27,28,26,0,1649,101,8375,28.09449959,268,0,0,23,5,2,118,0,55,0,0,0,0,2.194099903,0,0,0
140,118,117,-68.7340,9.4490,18.633,1.4,7.83,102.5833318,2.334557295,1.561007738,2.553590059,1729.072876,2464.628418,0.475363404,-3.60E-06,0.001048572,-7.422367096,5.336574554,101.7941971,0.789131165,692.9645996,0.00113748,103,13646,4587,9,0,14,25,75,9,0,0,9,0,14,9,0,0,0,0,0,0,47,0,0,0,0,72,0,0,30,0,0,30,18,0,0,0,0,0,0,0,0,0,0,70,0,34,20.73390007,0,0,0,0,0,0,60,0,0,0,0,40,4,38,23,-9,-2,2,1570,43,31,214,156,0,1,39,21,29,4,25,17,22,2,136,30,38,33,27,27,28,0,1326,101.0211029,5083,28.09449959,271,0,0,50,7,14,111,0,0,0,0,30,0,0.723200023,0,0,0
141,120,119,-68.5830,9.5030,6.773,1.5,3.05,109.9166456,2.085036278,1.570003867,3.157441139,51042.93359,33177.37891,5.835053444,3.27E-06,0.000229865,-10.91912365,4.384462833,107.7020721,2.214576721,777.4165039,0.002840544,108,12517,4200,9,0,14,0,75,9,0,0,14,0,9,14,25,0,0,0,0,0,134,0,0,0,50,80,0,0,25,0,0,30,1,0,0,0,0,25,0,0,0,0,0,0,0,35,20.57400513,0,0,0,0,0,0,60,0,0,0,0,40,4,16,10,-1,-2,1,1560,47,29,209,150,1,1,40,20,30,4,25,20,23,1,129,32,40,37,27,27,29,0,1308,106.0136032,4325,28.06200027,268,0,0,50,7,9,111,0,50,0,0,25,0,0,0,0,25
184,121,120,-68.6320,9.6540,11.378,1.35,4.61,153.4166359,2.082590818,1.569798231,3.161556482,23573.71289,7319.842773,3.071634769,5.34E-06,0.000381805,-10.18099594,4.852776527,153.4166412,0,854.3552246,0,152,10894,4082,14,0,9,0,25,9,0,0,9,25,9,9,50,0,0,0,0,0,4,25,0,0,30,11,0,0,0,0,0,30,13,0,45,0,0,0,0,0,0,0,0,0,0,34,20.76349831,0,0,0,0,0,0,80,0,0,0,0,20,7,12,6,-99,-2,22,1564,49,32,224,165,2,1,39,21,30,4,24,20,22,1,129,31,38,36,26,28,29,0,1416,152,5108,27.76300049,263,25,0,31,5,8,111,0,30,0,0,0,0,0,0,45,0
195,122,121,-66.6880,10.2250,9.013,1.4,3.79,153.0833488,1.339142919,0.202273577,1.570796371,-11204.34766,-108638.0391,-4.540489197,50.98643112,0.112706073,4.000657558,1.878786087,204.0697784,0,1173.441895,0,158,11079,4372,13,0,13,25,25,13,50,0,13,0,13,13,0,0,0,0,0,0,2,0,0,0,0,80,0,0,0,0,0,40,13,0,0,0,0,0,0,100,0,0,0,0,0,34,20.79966736,0,0,0,0,0,0,0,0,0,0,100,0,6,12,6,-214,7,48,1548,70,22,179,108,2,2,40,23,29,4,23,19,21,1,122,28,36,32,29,30,30,0,1150,158.0648041,3040,27.84749985,265,0,0,42,5,13,94,0,0,0,0,0,0,0,0,0,0
194,124,123,-66.6700,10.2740,4.893,1.4,2.06,147.2222102,1.234256268,0.119834922,2.356194496,9.602549553,-7916.243164,4.18945694,56.84799576,0.013428584,2.29122591,0.611066937,204.0702057,0,1183.858154,0,142,13607,4461,14,0,14,25,75,14,0,0,14,0,14,14,0,0,0,0,0,0,4,0,0,0,70,80,0,0,0,0,0,20,1,0,30,0,0,0,0,0,0,0,0,0,0,34,20.76349831,0,0,0,0,0,0,0,0,0,0,0,100,6,18,8,-228,NA,51,1542,73,23,174,102,3,1,37,23,29,3,24,18,21,2,125,27,34,34,29,29,30,0,1115,158.0576935,7424,27.8409996,264,0,0,42,5,14,94,0,70,0,0,0,0,0.061799999,0,30,0
36,130,129,-64.6970,10.0990,12.41,1.45,5.4,11.05556972,1.121511221,1.567543268,0.125026271,389.5685425,-4410.20752,0.144984767,-7.18E-08,0.057345226,-4.33412981,12.33717251,9.547364235,1.508205414,780.7348633,0.001928052,11,11798,3594,8,0,8,0,0,9,100,0,14,0,14,14,0,0,0,0,0,0,8,0,0,0,0,72,0,0,0,0,0,40,12,0,30,0,0,0,0,0,0,0,0,70,0,33,20.73903847,0,0,0,0,0,40,20,0,0,0,0,40,7,19,11,-257,12,58,1562,30,6,95,95,1,1,35,27,30,2,25,19,22,2,138,30,34,35,30,29,29,0,681,13,4160,28.66650009,267,0,0,10,5,14,111,0,0,0,0,0,0,1.289000034,0,30,0
63,131,130,-64.5910,9.9630,14.103,1.35,5.71,45.27779792,0.951906681,1.568737984,6.107321262,-47426.47656,-233923.0625,4.816669464,-2.17E-07,0.200982228,-2.309752464,20.26784706,45.2777977,0,743.6740723,0,42,14952,4774,8,0,8,25,75,8,0,0,12,0,12,12,0,0,0,0,0,0,37,0,0,0,0,72,0,0,0,0,0,30,17,0,30,0,0,0,0,0,0,0,0,70,0,33,20.78884888,0,0,0,0,0,60,0,0,0,40,0,0,6,26,14,-43,-4,10,1555,49,15,121,135,1,1,33,25,28,2,24,20,22,1,136,29,33,34,28,28,28,0,959,40.02140045,7588,28.50399971,266,0,0,42,5,8,111,0,0,0,0,0,0,0.60680002,0,30,0
32,133,132,-64.6270,10.1060,7.412,1.4,3.11,11.22222816,1.318868756,1.568974733,4.286769867,-174697.1719,-179319.0156,-13.97949314,0.16766347,0.059214495,-3.653992414,15.87310791,11.38989162,0,847.3398438,0,11,8297,3728,14,0,9,0,50,14,0,0,12,50,12,14,0,0,0,0,0,0,8,0,0,0,55,72,0,0,0,0,0,30,13,0,0,0,20,0,0,25,0,0,0,0,0,33,20.67418671,0,0,0,0,0,0,20,0,0,40,0,40,7,13,4,-193,-18,43,1541,35,9,111,112,0,1,37,26,31,3,24,17,22,2,132,30,35,37,31,31,32,0,804,11.01930046,4427,28.68600082,268,0,0,10,5,14,111,0,55,0,0,0,0,0.917100012,0,0,0
169,134,133,-64.1900,10.3920,3.027,1.45,1.32,92.38916279,1.437959671,1.570588589,0.597030699,238943.7188,-18675.30273,7.969249249,-2.63E-06,0.000296112,-11.65816689,4.943292141,43.5414505,48.84770966,1236.738037,0.037996463,66,11464,3650,9,0,9,25,50,14,0,0,9,0,9,9,25,0,0,0,0,0,61,0,0,0,55,11,0,0,0,0,0,140,15,0,0,0,20,0,0,25,0,0,0,0,0,33,20.79111099,0,0,0,0,0,0,80,0,0,0,0,20,6,19,8,-93,-2,21,1547,53,12,91,117,11,1,36,24,29,3,24,19,22,1,101,28,33,33,31,30,29,0,721,22,5028,28.6079998,258,0,0,10,5,8,118,0,55,0,0,0,0,0,0,0,0
30,135,134,-63.6050,10.4970,26.775,1.3,10.44,7.972219118,0.998262942,1.569344878,6.196289539,50803.10156,-506930.5,2.266198158,-1.28E-07,0.000837252,-9.367886543,5.297729969,7.97221899,0,1234.310303,0,9,15764,5076,9,0,9,25,75,8,0,0,14,0,9,14,0,0,0,0,0,0,61,0,0,0,55,11,0,0,0,0,0,30,18,0,0,0,20,0,0,25,0,0,0,0,0,33,20.72341347,0,0,0,0,0,20,60,0,0,0,0,20,6,54,18,-38,-3,9,1543,70,18,91,117,0,1,32,24,27,2,25,16,22,2,123,26,29,31,28,30,28,0,884,11,7146,28.67950058,270,0,0,10,5,14,111,0,55,0,0,0,0,2.49819994,0,0,0
231,136,135,-63.4570,10.4750,22.653,1.3,8.83,106.1672527,1.204794168,1.570694447,0.254740387,-25156.66211,-282153.3438,0.021626377,-1.13E-06,0.000282208,-13.11188793,4.262191772,37.65793991,68.50930786,1086.590088,0.059310313,96,15188,4821,12,0,12,0,100,14,0,0,14,0,14,14,0,0,0,0,0,0,31,0,0,0,55,11,0,0,0,0,0,30,18,0,0,0,20,0,0,25,0,0,0,0,0,31,21.14904594,0,0,0,0,0,0,0,0,0,40,0,60,6,22,11,-56,4,13,1533,79,24,129,120,26,1,32,21,27,2,24,15,22,2,106,26,30,31,28,30,27,0,1053,101,6168,28.09449959,267,0,0,42,5,14,118,0,55,0,0,0,0,0,0,0,0
59,137,136,-63.4250,10.5060,32.015,1.4,13.45,35.36112563,0.819446266,1.570315361,5.762151718,-278325.8438,-168045.9219,-14.9987011,3.13E-07,0.003221849,-8.892755508,7.266030312,21.46205139,13.89907455,1126.418945,0.012188771,33,10008,3743,13,0,13,50,50,13,0,0,13,0,13,13,0,0,0,0,0,0,28,0,0,0,55,11,0,0,0,0,0,20,15,0,0,0,20,0,0,25,0,0,0,0,0,33,20.88293266,0,0,0,0,0,0,0,0,0,0,100,0,6,7,2,-150,15,34,1535,74,23,129,115,4,2,32,23,28,2,24,19,22,1,120,26,30,32,28,30,28,0,1016,34,4546,28.53000069,267,0,0,42,6,13,111,0,55,0,0,0,0,0.077500001,0,0,0
199,139,138,-69.2540,10.5580,3.547,1.5,1.6,161.6389108,0.837546706,1.569652557,5.827208519,-15602.86426,-85362.36719,-1.482708693,5.20E-06,0.005987548,-7.638807297,7.851788521,161.638916,0,1051.25,0,160,11273,4145,10,0,12,0,100,12,0,0,9,0,9,14,0,0,0,0,0,0,89,0,0,0,60,37,0,0,40,0,0,30,17,0,0,0,0,0,0,0,0,0,0,0,0,34,20.79566765,0,0,0,0,0,0,40,20,0,40,0,0,6,12,6,-25,2,6,1552,55,30,131,108,2,1,37,23,30,4,24,14,21,2,137,28,33,33,31,32,32,0,973,163,5702,27.69149971,254,0,0,50,5,14,111,0,60,0,0,40,0,0,0,0,0
303,141,140,-68.2600,10.1850,8.608,1.45,3.74,676.7499666,2.335698366,1.570029736,2.559090853,-153922.875,-270049.1875,-8.15191555,5.427889824,0.001017427,-9.118195534,6.327405453,502.8377686,179.3400879,770.7248535,0.188766137,667,10189,3792,13,0,13,25,75,13,0,0,13,0,13,13,0,0,0,0,0,0,31,0,0,0,70,38,0,0,0,0,0,30,13,0,30,0,0,0,0,0,0,0,0,0,0,35,21.42679977,0,0,0,0,0,0,0,0,0,0,100,0,5,10,5,-227,9,51,1524,41,30,151,125,6,2,37,22,29,4,21,16,19,1,115,30,36,33,27,28,28,0,1041,666,2326,24.42200089,230,0,0,42,5,13,111,0,70,0,0,0,0,0,0,30,0
313,142,141,-68.2400,10.2240,20.307,1.4,8.53,920.6103594,1.52566421,1.570741177,3.990825176,637981.8125,437129.75,9.166030884,-7.81E-06,0.00029728,-13.44152927,4.511378288,428.828125,491.7822266,550.1130371,0.472007364,875,13157,4218,8,0,9,0,0,8,100,0,8,0,8,2,0,0,0,0,0,0,84,0,0,0,70,38,0,0,0,0,0,40,1,0,30,0,0,0,0,0,0,0,0,0,0,37,20.97573853,0,0,0,0,0,80,20,0,0,0,0,0,5,13,9,-37,-1,9,1496,44,32,161,135,44,1,35,20,26,3,20,16,18,1,77,26,32,29,25,26,25,0,1055,702.0042725,5077,24.20750046,228,0,0,42,5,8,123,0,70,0,0,0,0,0,0,30,0
230,143,142,-66.7160,9.5360,4.502,1.5,2.03,235.4444555,2.029705286,1.567020655,1.463606358,-19226.83984,-9573.160156,-5.54094696,2.54E-06,0.001184355,-7.371890545,6.52255106,192.8977203,42.54673767,300.2810059,0.124105297,233,11011,3573,12,0,12,0,25,12,0,0,14,0,14,12,75,0,0,0,0,0,95,0,0,0,0,80,0,0,30,0,0,140,1,0,0,0,0,0,0,0,0,0,0,70,0,34,20.98442078,0,0,0,0,0,0,0,0,0,60,0,40,7,12,7,2,NA,NA,1567,25,11,179,134,1,1,44,21,31,5,23,14,21,2,129,31,40,37,29,27,31,0,1053,233.0095978,2772,27.24300003,260,0,0,41,5,14,130,0,0,0,0,30,0,0,0,0,0
14,146,145,-68.2990,10.9570,10.238,1.6,4.91,4.513888169,1.319420338,1.552000761,4.281437397,1236.144653,-8005.178711,35.46883011,1.90E-07,7.16E-05,-9.522561073,3.076768875,-0.519366562,5.0332551,965.9208984,0.005183824,5,12266,2289,14,0,14,0,0,10,50,0,8,0,8,11,0,0,0,0,0,50,103,0,0,0,60,72,0,0,40,0,0,210,15,0,0,0,0,0,0,0,0,0,0,0,0,33,20.67418671,0,0,0,0,0,40,0,20,0,0,0,40,7,7,2,-166,NA,37,1567,165,39,66,102,1,1,39,23,28,4,26,14,23,3,130,27,30,31,31,34,28,25,1118,4,2640,28.72500038,269,0,0,22,7,10,111,0,60,0,0,40,0,4.698400021,0,0,0
